review_index,score,content_preview,detected_problems,keywords_found,problem_count
158,1,"mau ikut pelatihan malah diarahkan bolak balik website dan aplikasi. tidak membantu sama sekali, apl...",['Installation_Update'],['download'],1
159,1,"aplikasi ampas gak bisa login, pas udah login ke logout muluu, bulak balik ke browser lagii, aplikas...","['Login_Authentication', 'Performance_Speed']","['login', 'lag']",2
160,1,"tampilan aplikasi lebih baik model dulu, di aplikasi uang berhasil di klaim namun di saldo atm ga ad...","['User_Interface', 'Features_Functionality', 'Payment_Transaction']","['tampilan', 'ga ada', 'saldo']",3
161,1,"saya lupa password dan berniat mengganti passwordnya , tapi otp terkirim ke np.hp yang udah lama ga ...","['Login_Authentication', 'Features_Functionality']","['password', 'lupa password', 'ga ada']",2
162,1,"klaim ke 5 keterangan sudah cair,tapi saldo tidak masuk,sudah email tidak ada jawaban,datang langsun...","['Login_Authentication', 'Features_Functionality', 'Data_Sync', 'Payment_Transaction']","['masuk', 'tidak ada', 'data', 'saldo']",4
163,1,"pas saat daftar, malah berhenti di konfirmasi kode otp, tapi tidak masuk padahal nomor hp yg didafta...",['Login_Authentication'],['masuk'],1
164,1,"perasaan saya belom pernah daftatm akan tetapi ketika saya pendaftaran, nomor nik sya sudah terdafta...",['Other_Issues'],[],1
165,1,"saya mau membuat surat ak1, tapi fitur scan qr di aplikasi ini loading tidak beres beres padahal jar...","['Performance_Speed', 'Network_Connection', 'Features_Functionality']","['loading', 'jaringan', 'fitur']",3
166,1,"aplikasi tidak membantu sama sekali tidak bisa klaim jkp, padahal udah punya akun sudah bisa login t...","['Login_Authentication', 'User_Interface', 'Features_Functionality']","['login', 'akun', 'menu', 'tidak ada']",3
167,1,"aplikasi ngebug, keluar masuk, masukin sandi sama email ntah brapa kali, gk ada perbaikan kah dri du...","['Login_Authentication', 'Crashes_Errors']","['masuk', 'sandi', 'bug']",2
168,1,tolong sediakan lamaran pekerjaan yang layak sesuai dengan tingkat sekolah. klaim manfaat bulan pert...,['Features_Functionality'],['gak ada'],1
169,1,"aplikasi gimick doang, ga heran lah, sama2 dari pemerintahan juga, gajelas. kalau cm bikin web aplik...",['Other_Issues'],[],1
170,1,"parah, alamat lokasi tempat tinggal tidak ada di aplikasi!!! aplikasi kurang lengkap , lokasi sesuai...",['Features_Functionality'],['tidak ada'],1
171,1,"oiiii, sistem diperbaiki dong, ini buat nyari kerja di suruh pake aplikasi ini, malah aplikasimu rew...",['Other_Issues'],[],1
172,1,"mohon maaf saya kasih bintang 1 dulu, aplikasi ngebug, gabisa login, verifikasi susah. tolong bantu ...","['Login_Authentication', 'Crashes_Errors']","['login', 'gabisa login', 'bug']",2
173,1,apk yg layaknya demo gini ga ada perbaikan.mau verifikasi aja kode nya ga kekirim 3x diulang nomor u...,['Features_Functionality'],['ga ada'],1
174,1,"gini banget aplikasi sekelas pemerintah. mau ikut pelatihan, ngeklik menu2 nya malah diarahin mulu k...","['User_Interface', 'Features_Functionality']","['menu', 'fungsi']",2
175,1,"sudah terdaftar, tapi tetap nggak bisa login, dengan cara mail dan identitas titas diri tidak besrha...",['Login_Authentication'],['login'],1
176,1,"aplikasi sangat buruk, sudah memasukkan data sesuai identitas malah nggak kebaca, padahal data saya ...","['Login_Authentication', 'Data_Sync', 'Installation_Update']","['masuk', 'data', 'update']",3
177,1,"udh reset data ttp kamera nge bug (layar full item), dr browser laptop juga udah tengok kanan kiri a...","['Crashes_Errors', 'Data_Sync']","['bug', 'data']",2
178,1,"pengen tanya nih. gunanya aplikasi apaan ya ? pasti tau dong gunanya aplikasi ? orang"" download apli...","['User_Interface', 'Installation_Update']","['ui', 'download']",2
179,1,"parah sih. aplikasi pemerintah kok gini amat, sering blank, kode otp sering g bisa, banyak sekali ke...",['Other_Issues'],[],1
180,1,sudah mendaftar ngasi persyaratan untuk pmi.hampir selesai malah layar putih muncul..dan kembali ke ...,['User_Interface'],['menu'],1
181,1,"aplikasi banyak kekurangan, kendala login yang lama, banyak delay sulit diakses walau memiliki inter...","['Login_Authentication', 'Performance_Speed', 'Network_Connection']","['login', 'lag', 'internet']",3
182,1,"pendaftaran ribet, aktivasi kode otp dari 4 hari yg lalu gk pernah masuk k no telpon. ini aplikasi d...",['Login_Authentication'],['masuk'],1
183,1,jelek banget. knp harus dialihin ke chrome sih kalo udah punya apk nya!? bug parah,['Crashes_Errors'],['bug'],1
184,1,"pas dibagian nyari pelatihan selalu error, loading mulu kga selesai selesai, gini amat kualitas apk ...","['Performance_Speed', 'Crashes_Errors']","['loading', 'error']",2
185,1,"nggak bagus banget ini apk kena bug mulu aneh aneh otp nggak pernah masuk, kalo nggak niat bikin apk...","['Login_Authentication', 'Crashes_Errors']","['masuk', 'bug']",2
186,1,sengaja emang mempersulit. pengajuan klaim ke 6 di tolak terus. padahal foto jelas2 terang gak blur,['Other_Issues'],[],1
187,1,"aplikasi bobrok, masa mau buat akun aja gak bisa di buka. aplikasi pemerintah memang selalu bobrok",['Login_Authentication'],['akun'],1
188,1,situs sama apk nya kenapa nomer nik sudah terdaftar tapi tidak bisa masuk,['Login_Authentication'],"['masuk', 'tidak bisa masuk']",1
189,1,aplikasi apa ini cuman abisin anggaran negara doang tidak bisa daftar sama sekali uang negara habis ...,['Other_Issues'],[],1
190,1,"kurang gercep, loadingnya lama banget bikin tensi naik",['Performance_Speed'],['loading'],1
191,1,mohon diperbaiki aplikasinya. saya sudah mencoba puluhan kali tapi masih saja belum mendapatkan kode...,['Other_Issues'],[],1
192,1,apk apasih ini? otp ny kok ga masuk' gje bnget! niat mau simple buat via online malah dibikin dartin...,['Login_Authentication'],['masuk'],1
193,1,saya mohon ijin untuk uninstall aplikasi ini karena tidak ada manfaat dan untuk masuk ke aplikasi sa...,"['Login_Authentication', 'Performance_Speed', 'Features_Functionality', 'Data_Sync', 'Installation_Update']","['masuk', 'lemot', 'tidak ada', 'data', 'install']",5
194,1,saya tidak pernah daftar apalikasi ini tapi nik saya sudah digunakan kok bisa. ini aplikasi pemerint...,['Other_Issues'],[],1
195,1,lebih bagus apk yang dulu dari kemnaker juga. makin kesini bukanya makin bagus malah makin mengecewa...,['Other_Issues'],[],1
196,1,"aplikasinya bermasalah ,klaim jpk ditunda tetapi membuat aduan sejak 14-1-2024 sampai saait ini belu...",['Customer_Service'],['help'],1
197,1,ini gimana si programmer yang bikin aplikasi nya kalo ada fitur foto tak tambahkan,['Features_Functionality'],['fitur'],1
198,1,tolong di perbaiki lagi ini aplikasi ga bisa di buka sama sekali mental terus!,['Performance_Speed'],['lag'],1
199,1,"saya baru download dan pasti blm pernah register, tapi katanya email, no hp, sudah terdaftar, saya s...",['Installation_Update'],['download'],1
200,1,"aplikasi siapemosi kalo gini caranya, alamat dah bener sesuai ktp malah msh tanda silang. lawak!!",['Other_Issues'],[],1
201,1,aplikasi gak jelas. program jkp program pemerintah yg gagal. ngurus jkp susah. saya pulang kampung u...,['Crashes_Errors'],['gagal'],1
202,1,"suruh verifikasi akun tapi kode otp nya gk masuk"" padahal nomer hp nya juga aktif, udh di coba berka...",['Login_Authentication'],"['masuk', 'akun']",1
203,1,aplikasi gk jelas masa kita mau ganti akun aja harus ke google dlu knp gk di aplikasi nya... yang bi...,['Login_Authentication'],['akun'],1
204,1,"aplikasi gaada gunanya, mau ngisi alamat aja susah ga bisa nulis sesuai tempat, gimana mau maju kala...",['Other_Issues'],[],1
205,1,filter lokasinya ga ngaruh aplikasi nya payah. promosi ke blk-blk kalau ga jelas ga usah promosi rec...,['User_Interface'],['ui'],1
206,1,"aplikasi pemerintahan seburuk ini. setiap pilih menu apapun akan diarahkan ke website, mutar muter t...","['Performance_Speed', 'User_Interface']","['lag', 'menu']",2
207,1,"selalu gak bisa kalau mau amnil foto, masa tiap mau pengajuan harus di uninstall lalu install ulang ...","['Performance_Speed', 'Installation_Update']","['lag', 'install']",2
208,1,pdhl blm pernah daftar ko tiba2 nik ktp udh pernah daftar.. gimana coba itu .. aneh tapi nyata,['Other_Issues'],[],1
209,1,anehh pencarian lowongan loading muluuuu.. kaykamana aplikasi pemerintah ini bisa di katakan layak b...,"['Performance_Speed', 'User_Interface']","['loading', 'menu']",2
210,1,"apk tidak berfungsi dengan semestinya.. mau mengklaim jkp apk ny pura"" ga da sinyal ..","['Network_Connection', 'Features_Functionality']","['sinyal', 'fungsi', 'tidak berfungsi']",2
211,1,aplikasi nya ga jelasssssssssssss mau cari info lowongan kerja malah ga d tampilkan anehh ni apk nya...,['Other_Issues'],[],1
212,1,aplikasi apa ini uda punya akun tb2 keluar sendiri sering kali keluar sendiri mau nya apa coba berka...,"['Login_Authentication', 'Performance_Speed', 'Crashes_Errors']","['masuk', 'akun', 'sandi', 'lag', 'keluar sendiri']",3
213,1,"apk gak jelas masak kode otp saya gak masuk"" gimana ini udah 2 hari udah saya ulang"" nomer handphone...",['Login_Authentication'],['masuk'],1
214,1,kenapa ketika saya daftar gak ada negara domisli untuk indonesia kan saya tinggal di asia tenggara i...,['Features_Functionality'],['gak ada'],1
215,1,ga jelas kebanyakan bug. aplikasi ga guna sama sekali. terpaksa download karena buat persyaratan ker...,"['Crashes_Errors', 'Installation_Update']","['bug', 'download']",2
216,1,gak jelas ni aplikasi lokasi aja banyak gak ada apa lagi pas masuk ke aplikasi nya suka keluar sendi...,"['Login_Authentication', 'Performance_Speed', 'Crashes_Errors', 'Features_Functionality']","['masuk', 'lag', 'keluar sendiri', 'gak ada']",4
217,1,mau cari kerja yang cepat malah bolak balik app ke crome login mau ikut pelatihan gabisa bolak balik...,['Login_Authentication'],['login'],1
218,1,aplikasi ga bisa untuk upload dokumen untuk program kerja ke luar negeri.aplikasi buatan pemerintah ...,['Other_Issues'],[],1
219,1,"mau buat akun ga di kirim kode otp nya mana data pribadi ku udh di foto lagi sialan, aneh nya ga bis...","['Login_Authentication', 'Performance_Speed', 'Data_Sync', 'Customer_Service', 'Security_Privacy']","['akun', 'lag', 'data', 'cs', 'laporan', 'data pribadi']",5
220,1,padahal sudah diisi semua data² tapi ttp tidak ada centang hijaunya / terverifikasi,"['Features_Functionality', 'Data_Sync']","['tidak ada', 'data']",2
221,1,"aplikasinya kok lemot , di web resmi nya juga lemot , tolong dong perbaiki kualitasnya",['Performance_Speed'],['lemot'],1
222,1,berapa dana yang di kucurkan? kurang banyak? ini mau klik tombol daftar akun aja gak bisa. gak tau d...,"['Login_Authentication', 'Performance_Speed', 'User_Interface']","['akun', 'lag', 'tombol']",3
223,1,"aneh,manfaat tunai di beda2in,padahal saya daftarnya bareng temen,tp ada yg udah duluan ada yg belak...",['Other_Issues'],[],1
224,1,apk yang aneh...ampyunnnnn ini niat membantu masyarakat atau tidak ya?😂 kenapa setiap apk dari pemer...,['Crashes_Errors'],['error'],1
225,1,"ga jelas sumpah, ini aplikasinya apa emang server, tiap kali di filter ga muncul"" dah",['Other_Issues'],[],1
226,1,"gajelas ngelag mulu padahl internet lancar, duh tolong ya di tingkatin lagi kualitasnya masa apk unt...","['Performance_Speed', 'Network_Connection']","['lag', 'ngelag', 'internet']",2
227,1,"aplikasi bapuk, semua aplikasi pemerintah gak ada yg beres udah daftar online maupun offline sama aj...","['Network_Connection', 'Features_Functionality']","['offline', 'gak ada']",2
228,1,"system lemot dan banyak bug, terlalu ribet jika tidak segera diperbaiki","['Performance_Speed', 'Crashes_Errors']","['lemot', 'bug']",2
229,1,apk nya kok malah gk bisa di akses muter muter doang pdahal sinyal nya bagus,['Network_Connection'],['sinyal'],1
230,1,"bukan mempermudah malah mempersulit, padahal wifi nya lancar",['Other_Issues'],[],1
231,1,"aplikasi lol, yg bikin juga.msk mau memperbaharui akun gk bisa pdhl udah sy ikuti detail langkah2nya...","['Login_Authentication', 'User_Interface', 'Customer_Service']","['akun', 'ui', 'bantuan']",3
232,1,aplikasi tersampah bukan mempermudah jadi sulit karena kualitas aplikasi yg ngeblank terus,['Other_Issues'],[],1
233,1,"tolong dong knp ini kode otp nya ga muncul"" tolong di perbaiki aplikasinya",['Other_Issues'],[],1
234,1,aplikasi gak jelas mau bikin akun aja susah banget kode otp nya gak ke kirim² dari tdi hadehh,['Login_Authentication'],['akun'],1
235,1,apa sih nih aplikasi udh di download mau klik aplikasi nya stak doang di logo doang padahal jaringan...,"['Network_Connection', 'Installation_Update']","['jaringan', 'download']",2
236,1,"mau buat akun kode otp nyangkut nth dimana, udah ""kirim ulang"" berkali-kali, ujungnya malah nunggu 1...",['Login_Authentication'],['akun'],1
237,1,"force close, setelah login layar langsung hitam,dan disuruh login lagi begitu terus menerus tidak ad...","['Login_Authentication', 'Performance_Speed', 'Crashes_Errors', 'Features_Functionality']","['login', 'lag', 'force close', 'tidak ada']",4
238,1,"nggajelas, mau daftar buat akun malah yang keluar cuma tampilan putih kosong selayar","['Login_Authentication', 'User_Interface']","['akun', 'tampilan']",2
239,1,kenapa tidak bisa login akun pekerja jaringan sudah bagus tolong di perbaiki lagi bos,"['Login_Authentication', 'Performance_Speed', 'Network_Connection']","['login', 'akun', 'lag', 'jaringan']",3
240,1,"ribet banget ini aplikasi, isi data nya sudah semua saya isi, tapi sering ngebug","['Crashes_Errors', 'Data_Sync']","['bug', 'data']",2
241,1,gangguan server terus. tolong di perbarui dong apklikasi nya - _-,['User_Interface'],['ui'],1
242,1,"kode otp gk pernah muncul dan banyak bug,mantap👍",['Crashes_Errors'],['bug'],1
243,1,ini gimana ko alamat nya kurang lengkap kenapa tidak ada tambun selatan di daerah kabupaten bekasi. ...,"['Performance_Speed', 'Features_Functionality']","['lag', 'tidak ada']",2
244,1,kode otpnya mana ga masuk masuk? giliran coba ganti device nik sudah terdaftar. makan gaji buta aja ...,['Login_Authentication'],['masuk'],1
245,1,"aplikasi payah udh ada akun gabisa login disalahin trus,kebanyakan korup bikin apk ga becus",['Login_Authentication'],"['login', 'akun', 'gabisa login']",1
246,1,belom pernah daftar tapi nomor nik ktp udah terdaftar gimana ceritanya ampun dah ah,['Other_Issues'],[],1
247,1,kasi bintang 1 dulu... saya lagi mengalami masalah saat login ke akun siap kerja saya.. dan sya mela...,"['Login_Authentication', 'Performance_Speed', 'User_Interface']","['login', 'akun', 'lag', 'menu']",3
248,1,aplikasi setelah diupdate malah ga bisa login dan udah klik kendala login tetep aja error.. gajelas ...,"['Login_Authentication', 'Crashes_Errors', 'Installation_Update']","['login', 'error', 'update']",3
249,1,aku mau buat ap skill hub kalau hanya di kota tertentu org cari skill buat cari kerja bukan habisin ...,['Other_Issues'],[],1
250,1,"ini kenapa jadi beda,susah masuk dan saya coba masuk ke browser lalu pas udah bnar masuk kenapa jadi...","['Login_Authentication', 'Performance_Speed']","['masuk', 'lag']",2
251,1,"payah, ga bisa upload berkas. daftar aja malah muncul ke website, klo gitu ngapain ada aplikasi. iya...",['Other_Issues'],[],1
252,1,"pemerintah kocak bikin aplikasi busuk ga modal banget, jkp program bagus, kemungkinan juga bagus bua...","['Crashes_Errors', 'User_Interface']","['error', 'ui']",2
253,1,"ini untuk formalitas aja supaya diliat kerja, apk gj, server down mulu, daftar error' mulu, intinya ...","['Performance_Speed', 'Crashes_Errors', 'User_Interface']","['lag', 'error', 'ui']",3
254,1,"hasil asesman gapernah muncul, udah selesai padahal. nihil dan useless. pada akhirnya cuma jadi apli...",['Other_Issues'],[],1
255,1,baru mau pencairan yg ke-3 ehhhh ada pemberitahuan....program jkp telah selesai karna km telah beker...,"['Features_Functionality', 'Notification_Alerts']","['ga ada', 'pemberitahuan']",2
256,1,"parah, pengalaman kerja bisa ditambah tapi gabisa di edit atau dihapus. . gimana kalo ada typo atau ...",['Other_Issues'],[],1
257,1,"tidak bisa mengubah nama di akun siapkerja, sudah dicoba berulang2 tetap tidak berubah, bagaimana so...",['Login_Authentication'],['akun'],1
258,1,"kenapa dengan aplikasi siap kerja ini tidak akurat padahal email,no hp,data2 sudah d masukin tp jawa...","['Login_Authentication', 'Data_Sync']","['masuk', 'data']",2
259,1,"padahal udah isi assessment dari kemarin tapi masih aja muter"" nunggu hasil assesment keluar. tolong...",['Crashes_Errors'],['bug'],1
260,1,"saya baru pertama kali daftar, ko nik saya udah terdaftar, giliran saya log in ada pemberitahuan nik...",['Notification_Alerts'],['pemberitahuan'],1
